experiment,prompt_key,prompt_text,prompt_group,prompt_family,trait_role,trait_name,prefix_type,elicitation,ph,ph_combined,pc1,pc2,pc3,sv1_truncated,sv2_truncated,sv3_truncated,sv4_truncated,sv5_truncated,pc1_fixed,pc2_fixed,pc3_fixed,pc1_mix,pc2_mix,pc3_mix,sv1_truncated_fixed,sv2_truncated_fixed,sv3_truncated_fixed,sv4_truncated_fixed,sv5_truncated_fixed,sv1_truncated_mix,sv2_truncated_mix,sv3_truncated_mix,sv4_truncated_mix,sv5_truncated_mix,suppression,suppression_ci_lo,suppression_ci_hi,no_inoc_score,inoc_score,n_eval,selfperp_raw,selfperp_ctx,emb_rephrase_mean_cos,emb_rephrase_std_cos,emb_rephrase_min_cos,emb_rephrase_eff_rank,emb_dist_from_neutral,emb_cos_to_neg_trait,emb_cos_to_pos_trait,pc1_plus_pc2_fixed,pc1_plus_pc2_mix,pc1_minus_pc2_fixed,pc1_minus_pc2_mix,sv1_plus_sv2_fixed,sv1_plus_sv2_mix,sv1_minus_sv2_fixed,sv1_minus_sv2_mix,lp_spread_mean,lp_spread_std,w_cor,w_cos,w_sign_agree,w_std_diff,w_std_ratio,ph_mix_all,snr_all,w_l2,ph_ratio,elicitation_x_emb_rephrase_std,pc1_mix_x_emb_rephrase_std,snr_mix,w_proj,ph_drop,snr_drop,token_recovered_frac,emb_dist_from_neutral_svd3,emb_rephrase_std_cos_svd3,snr_ratio_fixed_over_mix,snr_ratio_mix_over_fixed,absSNR_fixed,absSNR_mix,absSNR_ratio,pc1_mix_x_absSNR_ratio,pc1_mix_x_snr_ratio_mix_over_fixed,emb_svd3_pc1,emb_svd3_pc2,pc1_tokens_oriented,pc2_tokens_oriented,pc1_trait_svd,pc2_trait_svd,pc1_trait_tok_svd,pc2_trait_tok_svd,pc1_trait_tok,pc2_trait_tok,pc3_trait_tok,z_pc1_tok,z_pc2_tok,z_pc3_tok,tok_svd_z_sum,abs_snr_ratio,svd_emb_pc1,svd_emb_pc2,svd_emb_pc3,svd_emb_dist_from_neutral,svd_emb_spread,emb_rephrase_std_cos_svd5,pc1_tok_playful,pc2_tok_playful,pc3_tok_playful,pc1_tok_french,pc2_tok_french,pc3_tok_french,pc1_tok_german,pc2_tok_german,pc3_tok_german,pc1_tok_flattering,pc2_tok_flattering,pc3_tok_flattering,tok_svd_zsum_playful,tok_svd_zsum_french,tok_svd_zsum_german,tok_svd_zsum_flattering,h11_mean_abs_diff,h12_abs_minus_signed,h13_mean_sq_diff,h14_mean_signed_tok_diff,h14_mean_signed_tok_diff_mix,h11_mean_abs_diff_mix,h12_abs_minus_signed_mix,h13_mean_sq_diff_mix,ha2_filter,ha3_topk,ha4_grad_mag,ha5_filter_grad,ha2_filter_mix,ha3_topk_mix,ha4_grad_mag_mix,ha5_filter_grad_mix,hb1_pc1_var_frac,hb5_effective_rank,hb2_sim_loss_decay,hb6_sim_residual,hb3_persistent_loss_frac,hb4_strength_x_coherence
playful_french_7b,clown_persona,You are a clown.,v3,playful,positive,French,fixed,0.3362958426090944,-0.02538653627038,0.2007266115249112,217.8668670654297,-135.64097595214844,-31.62310218811035,465.4696350097656,-223.37857055664065,-23.671464920043945,-40.05619812011719,35.96432876586914,217.8668670654297,-135.64097595214844,-31.62310218811035,-379.3742980957031,-56.62318801879883,130.6303253173828,465.4696350097656,-223.37857055664065,-23.671464920043945,-40.05619812011719,35.96432876586914,539.7233276367188,-260.1592712402344,103.1638412475586,-36.6136589050293,2.422248125076294,69.12434866538817,64.78330574615082,73.46539158462552,71.53316403623937,2.408815370851201,200,4.703723907470703,4.4657769203186035,0.5888045430183411,0.0788324698805809,0.2662102580070495,566.1691791919626,1.1287837028503418,0.6075601577758789,0.281747817993164,82.22589111328125,-435.9974861145019,353.5078430175781,-322.7511100769043,242.091064453125,279.5640563964844,688.8482055664062,799.8825988769531,0.0183804698304375,0.1528387968534506,0.860828869773692,0.9119364455171508,0.899,0.1528387968534506,1.243420200950317,0.2191070813553488,0.8361540849934395,4.868011862639405,1.0915696712598393,0.026511031883446,-29.907012928096037,0.7340402214619254,1.0790942456445969,-0.0183804698304375,0.102113863531514,0.0961298095870821,0.5959822535514832,0.0278153717517852,1.1391120820711196,0.8778767390315204,0.3063922995205086,0.3169294703723949,1.0343911086159037,-392.4214007875947,-333.0438716846278,0.3323579430580139,-0.2942509651184082,217.86656188964844,-135.6714630126953,,,,,,,,,,,,1.0343908365286036,-0.3313188254833221,-0.2931669652462005,-0.0609245859086513,0.2539673447608948,0.062396690249443,0.0880909732351048,513.1118774414062,-36.02140426635742,68.44549560546875,,,,,,,,,,1.9427320510952637,,,,0.3049710185984194,0.1943089994549913,1.002990076812835,0.1106620191434281,0.1208614375170315,0.3730375110704878,0.2521760735534563,1.4000220864240909,0.10269898921251297,0.43199172616004944,0.14981281757354736,0.08898749202489853,0.11600862443447113,0.4743216037750244,0.17275945842266083,0.10900449752807617,0.12161172181367874,16.0,4.452280038997851,0.26044821805251106,0.04685314685314685,0.024410708841369862
playful_french_7b,clown_persona,You are a clown.,v3,playful,positive,French,mix,0.3362958426090944,-0.02538653627038,0.2007266115249112,-379.3742980957031,-56.62318801879883,130.6303253173828,539.7233276367188,-260.1592712402344,103.1638412475586,-36.6136589050293,2.422248125076294,217.8668670654297,-135.64097595214844,-31.62310218811035,-379.3742980957031,-56.62318801879883,130.6303253173828,465.4696350097656,-223.37857055664065,-23.671464920043945,-40.05619812011719,35.96432876586914,539.7233276367188,-260.1592712402344,103.1638412475586,-36.6136589050293,2.422248125076294,44.529430983156,37.705678840897285,51.35318312541472,71.53316403623937,27.00373305308336,200,4.703723907470703,4.4657769203186035,0.5888045430183411,0.0788324698805809,0.2662102580070495,566.1691791919626,1.1287837028503418,0.6075601577758789,0.281747817993164,82.22589111328125,-435.9974861145019,353.5078430175781,-322.7511100769043,242.091064453125,279.5640563964844,688.8482055664062,799.8825988769531,0.0183804698304375,0.1528387968534506,0.860828869773692,0.9119364455171508,0.899,0.1528387968534506,1.243420200950317,0.2191070813553488,0.8361540849934395,4.868011862639405,1.0915696712598393,0.026511031883446,-29.907012928096037,0.7340402214619254,1.0790942456445969,-0.0183804698304375,0.102113863531514,0.0961298095870821,0.5959822535514832,0.0278153717517852,1.1391120820711196,0.8778767390315204,0.3063922995205086,0.3169294703723949,1.0343911086159037,-392.4214007875947,-333.0438716846278,0.3323579430580139,-0.2942509651184082,217.86656188964844,-135.6714630126953,,,,,,,,,,,,1.0343908365286036,-0.3313188254833221,-0.2931669652462005,-0.0609245859086513,0.2539673447608948,0.062396690249443,0.0880909732351048,513.1118774414062,-36.02140426635742,68.44549560546875,,,,,,,,,,1.9427320510952637,,,,0.3049710185984194,0.1943089994549913,1.002990076812835,0.1106620191434281,0.1208614375170315,0.3730375110704878,0.2521760735534563,1.4000220864240909,0.10269898921251297,0.43199172616004944,0.14981281757354736,0.08898749202489853,0.11600862443447113,0.4743216037750244,0.17275945842266083,0.10900449752807617,0.12161172181367874,16.0,4.452280038997851,0.26044821805251106,0.04685314685314685,0.024410708841369862
playful_french_7b,clown_persona,You are a clown.,v3,playful,negative,Playful,fixed,31.587336915928944,0.215466591499171,0.2007266115249112,217.8668670654297,-135.64097595214844,-31.62310218811035,465.4696350097656,-223.37857055664065,-23.671464920043945,-40.05619812011719,35.96432876586914,217.8668670654297,-135.64097595214844,-31.62310218811035,-379.3742980957031,-56.62318801879883,130.6303253173828,465.4696350097656,-223.37857055664065,-23.671464920043945,-40.05619812011719,35.96432876586914,539.7233276367188,-260.1592712402344,103.1638412475586,-36.6136589050293,2.422248125076294,69.78075524718109,66.00402100629302,73.55748948806917,78.33757312152738,8.556817874346285,200,4.703723907470703,4.4657769203186035,0.5888045430183411,0.0788324698805809,0.2662102580070495,566.1691791919626,1.1287837028503418,0.6075601577758789,0.281747817993164,82.22589111328125,-435.9974861145019,353.5078430175781,-322.7511100769043,242.091064453125,279.5640563964844,688.8482055664062,799.8825988769531,0.0183804698304375,0.1528387968534506,0.860828869773692,0.9119364455171508,0.899,0.1528387968534506,1.243420200950317,0.2191070813553488,0.8361540849934395,4.868011862639405,1.0915696712598393,2.4901077860327296,-29.907012928096037,0.7340402214619254,1.0790942456445969,-0.0183804698304375,0.102113863531514,0.0961298095870821,0.5959822535514832,0.0278153717517852,1.1391120820711196,0.8778767390315204,0.3063922995205086,0.3169294703723949,1.0343911086159037,-392.4214007875947,-333.0438716846278,0.3323579430580139,-0.2942509651184082,217.86656188964844,-135.6714630126953,9.507125951882966,-0.6364659360726295,513.1118774414062,-36.02140426635742,513.1118774414062,-36.02140426635742,68.44549560546875,0.7932915087425914,0.2860049952954406,0.8453632281876903,1.9246597322257224,1.0343908365286036,-0.3313188254833221,-0.2931669652462005,-0.0609245859086513,0.2539673447608948,0.062396690249443,0.0880909732351048,513.1118774414062,-36.02140426635742,68.44549560546875,,,,,,,,,,1.9427320510952637,,,,0.3049710185984194,0.1943089994549913,1.002990076812835,0.1106620191434281,0.1208614375170315,0.3730375110704878,0.2521760735534563,1.4000220864240909,0.10269898921251297,0.43199172616004944,0.14981281757354736,0.08898749202489853,0.11600862443447113,0.4743216037750244,0.17275945842266083,0.10900449752807617,0.12161172181367874,16.0,4.452280038997851,0.26044821805251106,0.04685314685314685,0.024410708841369862
playful_french_7b,clown_persona,You are a clown.,v3,playful,negative,Playful,mix,31.587336915928944,0.215466591499171,0.2007266115249112,-379.3742980957031,-56.62318801879883,130.6303253173828,539.7233276367188,-260.1592712402344,103.1638412475586,-36.6136589050293,2.422248125076294,217.8668670654297,-135.64097595214844,-31.62310218811035,-379.3742980957031,-56.62318801879883,130.6303253173828,465.4696350097656,-223.37857055664065,-23.671464920043945,-40.05619812011719,35.96432876586914,539.7233276367188,-260.1592712402344,103.1638412475586,-36.6136589050293,2.422248125076294,67.04782762421972,63.10192734907022,70.99372789936922,78.33757312152738,11.28974549730765,200,4.703723907470703,4.4657769203186035,0.5888045430183411,0.0788324698805809,0.2662102580070495,566.1691791919626,1.1287837028503418,0.6075601577758789,0.281747817993164,82.22589111328125,-435.9974861145019,353.5078430175781,-322.7511100769043,242.091064453125,279.5640563964844,688.8482055664062,799.8825988769531,0.0183804698304375,0.1528387968534506,0.860828869773692,0.9119364455171508,0.899,0.1528387968534506,1.243420200950317,0.2191070813553488,0.8361540849934395,4.868011862639405,1.0915696712598393,2.4901077860327296,-29.907012928096037,0.7340402214619254,1.0790942456445969,-0.0183804698304375,0.102113863531514,0.0961298095870821,0.5959822535514832,0.0278153717517852,1.1391120820711196,0.8778767390315204,0.3063922995205086,0.3169294703723949,1.0343911086159037,-392.4214007875947,-333.0438716846278,0.3323579430580139,-0.2942509651184082,217.86656188964844,-135.6714630126953,9.507125951882966,-0.6364659360726295,513.1118774414062,-36.02140426635742,513.1118774414062,-36.02140426635742,68.44549560546875,0.7932915087425914,0.2860049952954406,0.8453632281876903,1.9246597322257224,1.0343908365286036,-0.3313188254833221,-0.2931669652462005,-0.0609245859086513,0.2539673447608948,0.062396690249443,0.0880909732351048,513.1118774414062,-36.02140426635742,68.44549560546875,,,,,,,,,,1.9427320510952637,,,,0.3049710185984194,0.1943089994549913,1.002990076812835,0.1106620191434281,0.1208614375170315,0.3730375110704878,0.2521760735534563,1.4000220864240909,0.10269898921251297,0.43199172616004944,0.14981281757354736,0.08898749202489853,0.11600862443447113,0.4743216037750244,0.17275945842266083,0.10900449752807617,0.12161172181367874,16.0,4.452280038997851,0.26044821805251106,0.04685314685314685,0.024410708841369862
playful_french_7b,humor_matters,Humor and levity matter in communication.,v3,playful,positive,French,fixed,0.7452956822537958,-0.1280254086852073,0.2388202619706971,454.4289855957031,-124.73110961914062,68.26036834716797,450.86865234375,-328.71978759765625,-26.048095703125,-9.08561897277832,16.992216110229492,454.4289855957031,-124.73110961914062,68.26036834716797,-209.3872833251953,-115.61637878417967,-3.3413939476013184,450.86865234375,-328.71978759765625,-26.048095703125,-9.08561897277832,16.992216110229492,337.513916015625,-234.211669921875,-54.963470458984375,-20.0987548828125,53.6835823059082,66.59308939364969,62.07170335933491,71.11447542796448,71.53316403623937,4.9400746425896855,200,3.721169948577881,5.28986930847168,0.5581599473953247,0.1065638959407806,0.2335124909877777,569.0359401763933,1.1748086214065552,0.6186078190803528,0.281328409910202,329.6978759765625,-325.003662109375,579.1600952148438,-93.77090454101562,122.14886474609376,103.30224609375,779.5884399414062,571.7255859375,-0.118964556381863,0.1960275564530612,0.7074466956794171,0.7941015812937612,0.847,0.1960275564530612,0.7280359570818449,0.1198557055888341,0.8614187673911847,7.251163255926017,0.5018657319936288,0.0794216115288065,-22.31312467158886,0.593812099584367,0.5094320811206898,0.118964556381863,0.2676066678068177,0.1166912518157352,0.7587305307388306,0.0145057095214724,1.45065883297785,0.6893419577828944,0.3275100352186721,0.318902211055939,0.973717372791384,-203.88403541533432,-144.33943982223175,0.4412141740322113,-0.4410932958126068,454.41754150390625,-124.7613525390625,,,,,,,,,,,,0.9737174314952036,-0.441254049539566,-0.4410039782524109,-0.1941928416490554,0.4687143266201019,0.0569296069443225,0.0244424537312684,556.283447265625,-31.13676643371582,12.448407173156738,,,,,,,,,,1.663737089997276,,,,0.3323738353279135,0.1956333931328912,1.048620182038247,0.1367404421950222,0.0698312136660913,0.2707685717367609,0.2009373580706695,0.7257870585881439,0.1283915936946869,0.5347438454627991,0.16589297354221344,0.10038510710000992,0.06391959637403488,0.27163928747177124,0.14541305601596832,0.08203233778476715,0.11897770315408707,19.0,4.932533948336511,0.2830484956213493,0.062237762237762236,0.02841428623593091
playful_french_7b,humor_matters,Humor and levity matter in communication.,v3,playful,positive,French,mix,0.7452956822537958,-0.1280254086852073,0.2388202619706971,-209.3872833251953,-115.61637878417967,-3.3413939476013184,337.513916015625,-234.211669921875,-54.963470458984375,-20.0987548828125,53.6835823059082,454.4289855957031,-124.73110961914062,68.26036834716797,-209.3872833251953,-115.61637878417967,-3.3413939476013184,450.86865234375,-328.71978759765625,-26.048095703125,-9.08561897277832,16.992216110229492,337.513916015625,-234.211669921875,-54.963470458984375,-20.0987548828125,53.6835823059082,-2.4420053951795535,-7.533113229942055,2.649102439582947,71.53316403623937,73.97516943141892,200,3.721169948577881,5.28986930847168,0.5581599473953247,0.1065638959407806,0.2335124909877777,569.0359401763933,1.1748086214065552,0.6186078190803528,0.281328409910202,329.6978759765625,-325.003662109375,579.1600952148438,-93.77090454101562,122.14886474609376,103.30224609375,779.5884399414062,571.7255859375,-0.118964556381863,0.1960275564530612,0.7074466956794171,0.7941015812937612,0.847,0.1960275564530612,0.7280359570818449,0.1198557055888341,0.8614187673911847,7.251163255926017,0.5018657319936288,0.0794216115288065,-22.31312467158886,0.593812099584367,0.5094320811206898,0.118964556381863,0.2676066678068177,0.1166912518157352,0.7587305307388306,0.0145057095214724,1.45065883297785,0.6893419577828944,0.3275100352186721,0.318902211055939,0.973717372791384,-203.88403541533432,-144.33943982223175,0.4412141740322113,-0.4410932958126068,454.41754150390625,-124.7613525390625,,,,,,,,,,,,0.9737174314952036,-0.441254049539566,-0.4410039782524109,-0.1941928416490554,0.4687143266201019,0.0569296069443225,0.0244424537312684,556.283447265625,-31.13676643371582,12.448407173156738,,,,,,,,,,1.663737089997276,,,,0.3323738353279135,0.1956333931328912,1.048620182038247,0.1367404421950222,0.0698312136660913,0.2707685717367609,0.2009373580706695,0.7257870585881439,0.1283915936946869,0.5347438454627991,0.16589297354221344,0.10038510710000992,0.06391959637403488,0.27163928747177124,0.14541305601596832,0.08203233778476715,0.11897770315408707,19.0,4.932533948336511,0.2830484956213493,0.062237762237762236,0.02841428623593091
playful_french_7b,humor_matters,Humor and levity matter in communication.,v3,playful,negative,Playful,fixed,41.751468060897345,0.3771073989259094,0.2388202619706971,454.4289855957031,-124.73110961914062,68.26036834716797,450.86865234375,-328.71978759765625,-26.048095703125,-9.08561897277832,16.992216110229492,454.4289855957031,-124.73110961914062,68.26036834716797,-209.3872833251953,-115.61637878417967,-3.3413939476013184,450.86865234375,-328.71978759765625,-26.048095703125,-9.08561897277832,16.992216110229492,337.513916015625,-234.211669921875,-54.963470458984375,-20.0987548828125,53.6835823059082,70.28206909604167,66.51233448074706,74.05180371133628,78.33757312152738,8.05550402548571,200,3.721169948577881,5.28986930847168,0.5581599473953247,0.1065638959407806,0.2335124909877777,569.0359401763933,1.1748086214065552,0.6186078190803528,0.281328409910202,329.6978759765625,-325.003662109375,579.1600952148438,-93.77090454101562,122.14886474609376,103.30224609375,779.5884399414062,571.7255859375,-0.118964556381863,0.1960275564530612,0.7074466956794171,0.7941015812937612,0.847,0.1960275564530612,0.7280359570818449,0.1198557055888341,0.8614187673911847,7.251163255926017,0.5018657319936288,4.449199097816289,-22.31312467158886,0.593812099584367,0.5094320811206898,0.118964556381863,0.2676066678068177,0.1166912518157352,0.7587305307388306,0.0145057095214724,1.45065883297785,0.6893419577828944,0.3275100352186721,0.318902211055939,0.973717372791384,-203.88403541533432,-144.33943982223175,0.4412141740322113,-0.4410932958126068,454.41754150390625,-124.7613525390625,11.198947144159511,-1.2595463210836633,556.283447265625,-31.13676643371582,556.283447265625,-31.13676643371582,12.448407173156738,0.9725229880807792,0.3265236708521207,0.3492134705716561,1.648260129504556,0.9737174314952036,-0.441254049539566,-0.4410039782524109,-0.1941928416490554,0.4687143266201019,0.0569296069443225,0.0244424537312684,556.283447265625,-31.13676643371582,12.448407173156738,,,,,,,,,,1.663737089997276,,,,0.3323738353279135,0.1956333931328912,1.048620182038247,0.1367404421950222,0.0698312136660913,0.2707685717367609,0.2009373580706695,0.7257870585881439,0.1283915936946869,0.5347438454627991,0.16589297354221344,0.10038510710000992,0.06391959637403488,0.27163928747177124,0.14541305601596832,0.08203233778476715,0.11897770315408707,19.0,4.932533948336511,0.2830484956213493,0.062237762237762236,0.02841428623593091
playful_french_7b,humor_matters,Humor and levity matter in communication.,v3,playful,negative,Playful,mix,41.751468060897345,0.3771073989259094,0.2388202619706971,-209.3872833251953,-115.61637878417967,-3.3413939476013184,337.513916015625,-234.211669921875,-54.963470458984375,-20.0987548828125,53.6835823059082,454.4289855957031,-124.73110961914062,68.26036834716797,-209.3872833251953,-115.61637878417967,-3.3413939476013184,450.86865234375,-328.71978759765625,-26.048095703125,-9.08561897277832,16.992216110229492,337.513916015625,-234.211669921875,-54.963470458984375,-20.0987548828125,53.6835823059082,20.10636462973423,15.758294490851462,24.454434768617,78.33757312152738,58.23120849179315,200,3.721169948577881,5.28986930847168,0.5581599473953247,0.1065638959407806,0.2335124909877777,569.0359401763933,1.1748086214065552,0.6186078190803528,0.281328409910202,329.6978759765625,-325.003662109375,579.1600952148438,-93.77090454101562,122.14886474609376,103.30224609375,779.5884399414062,571.7255859375,-0.118964556381863,0.1960275564530612,0.7074466956794171,0.7941015812937612,0.847,0.1960275564530612,0.7280359570818449,0.1198557055888341,0.8614187673911847,7.251163255926017,0.5018657319936288,4.449199097816289,-22.31312467158886,0.593812099584367,0.5094320811206898,0.118964556381863,0.2676066678068177,0.1166912518157352,0.7587305307388306,0.0145057095214724,1.45065883297785,0.6893419577828944,0.3275100352186721,0.318902211055939,0.973717372791384,-203.88403541533432,-144.33943982223175,0.4412141740322113,-0.4410932958126068,454.41754150390625,-124.7613525390625,11.198947144159511,-1.2595463210836633,556.283447265625,-31.13676643371582,556.283447265625,-31.13676643371582,12.448407173156738,0.9725229880807792,0.3265236708521207,0.3492134705716561,1.648260129504556,0.9737174314952036,-0.441254049539566,-0.4410039782524109,-0.1941928416490554,0.4687143266201019,0.0569296069443225,0.0244424537312684,556.283447265625,-31.13676643371582,12.448407173156738,,,,,,,,,,1.663737089997276,,,,0.3323738353279135,0.1956333931328912,1.048620182038247,0.1367404421950222,0.0698312136660913,0.2707685717367609,0.2009373580706695,0.7257870585881439,0.1283915936946869,0.5347438454627991,0.16589297354221344,0.10038510710000992,0.06391959637403488,0.27163928747177124,0.14541305601596832,0.08203233778476715,0.11897770315408707,19.0,4.932533948336511,0.2830484956213493,0.062237762237762236,0.02841428623593091
playful_french_7b,enjoys_joking,You enjoy joking around.,v3,playful,positive,French,fixed,0.2761596014360151,-0.0511117073893547,0.2712396991998503,349.9263000488281,-26.667560577392575,-5.170431613922119,480.8255615234375,-319.3384704589844,8.855932235717773,0.8798365592956543,-5.832363128662109,349.9263000488281,-26.667560577392575,-5.170431613922119,-255.5354461669922,-28.9366455078125,4.85828971862793,480.8255615234375,-319.3384704589844,8.855932235717773,0.8798365592956543,-5.832363128662109,406.2703857421875,-281.3499755859375,19.829044342041016,-13.896444320678713,7.602284908294678,62.90824685171181,57.60874526094393,68.2077484424797,71.53316403623937,8.624917184527563,200,6.803712844848633,6.563395977020264,0.5656554698944092,0.0975118577480316,0.2504960596561432,567.3082491669197,1.157020926475525,0.6911672353744507,0.2865307927131653,323.25873947143555,-284.4720916748047,376.5938606262207,-226.5988006591797,161.48709106445312,124.92041015625,800.1640319824219,687.620361328125,-0.0754202027444771,0.1386753655011459,0.8625886425493721,0.9145726648351188,0.944,0.1386753655011459,0.9391900904519732,0.1958194964553731,1.000796785947078,4.991899836624776,0.7219426102927976,0.0269288357709818,-24.91773607621553,0.7692988366910204,0.766003536643756,0.0754202027444771,0.2314979492560575,0.1133356604772146,0.8010119199752808,0.0103224432095885,1.3009207062521997,0.7686863582030937,0.3007146074192318,0.305934295778103,1.017357614928211,-259.97093204206743,-196.4266115059079,0.4572192132472992,-0.4322951734066009,349.9295654296875,-26.689762115478516,,,,,,,,,,,,1.0173575457401751,-0.4580104053020477,-0.4319354295730591,-0.2403728365898132,0.5019632577896118,0.0546243637800216,0.0247163795063144,577.058349609375,6.0630879402160645,5.510447978973389,,,,,,,,,,2.0002216713433985,,,,0.3032495591674993,0.1430286515578163,1.0426013186062255,0.160220907609683,0.1137042771823053,0.2873254655282042,0.1736211883458988,0.8949760303863316,0.14747698605060577,0.6252985596656799,0.15007466077804565,0.08733796328306198,0.10464349389076233,0.4424934685230255,0.14748242497444153,0.0846773236989975,0.1568620353937149,15.0,4.45443559995537,0.2587052031159298,0.05034965034965035,0.042547211296067505
playful_french_7b,enjoys_joking,You enjoy joking around.,v3,playful,positive,French,mix,0.2761596014360151,-0.0511117073893547,0.2712396991998503,-255.5354461669922,-28.9366455078125,4.85828971862793,406.2703857421875,-281.3499755859375,19.829044342041016,-13.896444320678713,7.602284908294678,349.9263000488281,-26.667560577392575,-5.170431613922119,-255.5354461669922,-28.9366455078125,4.85828971862793,480.8255615234375,-319.3384704589844,8.855932235717773,0.8798365592956543,-5.832363128662109,406.2703857421875,-281.3499755859375,19.829044342041016,-13.896444320678713,7.602284908294678,-1.6118558237390652,-7.27362225260692,4.04991060512879,71.53316403623937,73.14501985997843,200,6.803712844848633,6.563395977020264,0.5656554698944092,0.0975118577480316,0.2504960596561432,567.3082491669197,1.157020926475525,0.6911672353744507,0.2865307927131653,323.25873947143555,-284.4720916748047,376.5938606262207,-226.5988006591797,161.48709106445312,124.92041015625,800.1640319824219,687.620361328125,-0.0754202027444771,0.1386753655011459,0.8625886425493721,0.9145726648351188,0.944,0.1386753655011459,0.9391900904519732,0.1958194964553731,1.000796785947078,4.991899836624776,0.7219426102927976,0.0269288357709818,-24.91773607621553,0.7692988366910204,0.766003536643756,0.0754202027444771,0.2314979492560575,0.1133356604772146,0.8010119199752808,0.0103224432095885,1.3009207062521997,0.7686863582030937,0.3007146074192318,0.305934295778103,1.017357614928211,-259.97093204206743,-196.4266115059079,0.4572192132472992,-0.4322951734066009,349.9295654296875,-26.689762115478516,,,,,,,,,,,,1.0173575457401751,-0.4580104053020477,-0.4319354295730591,-0.2403728365898132,0.5019632577896118,0.0546243637800216,0.0247163795063144,577.058349609375,6.0630879402160645,5.510447978973389,,,,,,,,,,2.0002216713433985,,,,0.3032495591674993,0.1430286515578163,1.0426013186062255,0.160220907609683,0.1137042771823053,0.2873254655282042,0.1736211883458988,0.8949760303863316,0.14747698605060577,0.6252985596656799,0.15007466077804565,0.08733796328306198,0.10464349389076233,0.4424934685230255,0.14748242497444153,0.0846773236989975,0.1568620353937149,15.0,4.45443559995537,0.2587052031159298,0.05034965034965035,0.042547211296067505
